GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Jillion,org.jcvi.jillion.assembly.tigr.tasm,LargeTasmContigFileDataStore,61,94,5,3,17,27,7,7,3,7
Jillion,org.jcvi.jillion.assembly.tigr.tasm,DefaultTasmFileContigDataStore.Visitor.new AbstractTasmContigBuilderVisitor() {...},0,21,0,0,0,3,0,2,0,2
Jillion,org.jcvi.jillion.assembly.tigr.tasm,TasmFileParser.new Object() {...},17,111,0,0,0,2,0,1,0,1
Jillion,org.jcvi.jillion.assembly.tigr.tasm,TasmContigFileDataStoreBuilder.new Object() {...},3,23,0,0,0,1,0,1,0,1
Jillion,org.jcvi.jillion.assembly.tigr.tasm,TasmFileParser.InputStreamBasedTasmFileParser,74,0,2,0,13,0,6,0,5,0
Jillion,org.jcvi.jillion.assembly.tigr.tasm,AbstractTasmContigBuilderVisitor,11,81,2,2,2,23,2,9,0,9
Jillion,org.jcvi.jillion.assembly.tigr.tasm,LargeTasmContigFileDataStore.IdIterator,7,19,0,0,2,5,0,2,0,2
Jillion,org.jcvi.jillion.assembly.tigr.tasm,IndexedTasmFileDataStore.SingleContigVisitor,1,17,0,0,1,3,1,3,1,3
Jillion,org.jcvi.jillion.assembly.tigr.tasm,TasmFileWriterUtil,10,475,4,26,2,99,5,23,1,12
Jillion,org.jcvi.jillion.assembly.tigr.tasm,TasmContigFileDataStoreBuilder,106,77,16,8,24,19,15,7,4,5
Jillion,org.jcvi.jillion.assembly.tigr.tasm,IndexedTasmFileDataStore.SingleContigVisitor.new AbstractTasmContigBuilderVisitor() {...},0,21,0,0,0,4,0,2,0,2
Jillion,org.jcvi.jillion.assembly.tigr.tasm,TasmContigFileContigIterator.new TasmVisitor() {...},3,22,1,1,2,4,2,3,1,3
Jillion,org.jcvi.jillion.orf,OrfFinder.FinderOptions,5,33,0,0,0,3,1,3,1,3
Jillion,org.jcvi.jillion.orf,OrfFinder.OrfVisitor,0,100,0,6,0,24,0,9,0,6
Jillion,org.jcvi.jillion.orf,Orf,89,48,18,8,17,15,15,2,2,2
Jillion,org.jcvi.jillion.orf,OrfFinder,5,118,2,8,0,20,3,7,1,4
Jillion,org.jcvi.jillion.internal.trace.chromat.abi.tag,DefaultTimeTaggedDataRecord,0,28,0,0,0,6,0,4,0,4
Jillion,org.jcvi.jillion.internal.trace.chromat.abi.tag,DefaultShortArrayTaggedDataRecord,0,36,0,2,0,9,0,5,0,4
Jillion,org.jcvi.jillion.internal.trace.chromat.abi.tag,DefaultIntegerArrayTaggedDataRecord,36,0,2,0,9,0,5,0,4,0
Jillion,org.jcvi.jillion.internal.trace.chromat.abi.tag,DefaultFloatTaggedDataRecord,0,36,0,2,0,9,0,5,0,4
Jillion,org.jcvi.jillion.internal.trace.chromat.abi.tag,DefaultDateTaggedDataRecord,0,36,0,0,0,9,0,4,0,4
Jillion,org.jcvi.jillion.internal.trace.chromat.abi.tag,DefaultAsciiTaggedDataRecord,0,21,0,0,0,5,0,4,0,4
Jillion,org.jcvi.jillion.internal.trace.chromat.abi.tag,TaggedDataRecordBuilder.new Object() {...},6,41,0,0,0,1,0,1,0,1
Jillion,org.jcvi.jillion.internal.trace.chromat.abi.tag,DefaultPascalStringTaggedDataRecord,0,18,0,0,0,5,0,4,0,4
Jillion,org.jcvi.jillion.internal.trace.chromat.abi.tag,TaggedDataRecordBuilder,94,253,9,18,12,37,9,17,0,10
Jillion,org.jcvi.jillion.internal.trace.chromat.abi.tag,DefaultUserDefinedTaggedDataRecord,11,0,0,0,2,0,1,0,1,0
Jillion,org.jcvi.jillion.internal.trace.chromat.abi.tag,DefaultTaggedDataRecord,0,17,0,0,0,5,0,4,0,4
Jillion,org.jcvi.jillion.internal.trace.chromat.abi.tag,AbstractTaggedDataRecord,219,67,22,2,41,18,19,6,8,5
Jillion,org.jcvi.jillion.assembly.consed.ace,AbstractAceContigBuilderVisitor.ReadVisitor,85,154,8,6,16,33,8,8,1,7
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileParser.NoMementoCallbackFactory.new AceFileVisitorCallback() {...},12,9,0,0,4,1,3,1,3,1
Jillion,org.jcvi.jillion.assembly.consed.ace,MultiAceFileVisitorAdapter.AceFileVisitorCallbackAdapter,21,0,0,0,8,0,5,0,5,0
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileParser.FileBasedParser.MementoCallbackFactory,0,13,0,0,0,2,0,2,0,2
Jillion,org.jcvi.jillion.assembly.consed.ace,BaseSegmentUtil.CurrentMatchingRead,0,21,0,0,0,8,0,4,0,4
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileUtil,203,619,11,31,38,136,11,34,4,20
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileParser.FileBasedParser.MementoCallbackFactory.new AceFileVisitorCallback() {...},2,26,0,0,1,4,1,3,1,3
Jillion,org.jcvi.jillion.assembly.consed.ace,ConsensusAceTagBuilder,0,71,0,0,0,16,0,4,0,4
Jillion,org.jcvi.jillion.assembly.consed.ace,DefaultAceAssembledRead.IllegalReAbacus,23,0,0,0,4,0,1,0,1,0
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileUtil.KnownFormats,15,65,1,3,1,12,1,4,0,3
Jillion,org.jcvi.jillion.assembly.consed.ace,AbstractAceContigBuilderVisitor,2,81,0,2,2,21,2,9,2,8
Jillion,org.jcvi.jillion.assembly.consed.ace,LargeAceFileDataStore.AceTagsVisitor.new AbstractAceConsensusTagVisitor() {...},0,20,0,0,0,3,0,2,0,2
Jillion,org.jcvi.jillion.assembly.consed.ace,AceContigVisitorAdapter,5,48,1,1,1,18,1,9,0,9
Jillion,org.jcvi.jillion.assembly.consed.ace,AbstractAceConsensusTagVisitor,1,34,0,0,1,10,1,4,1,4
Jillion,org.jcvi.jillion.assembly.consed.ace,HighLowAceContigPhdDatastore.FullLengthPhdParser2.new AbstractAceContigVisitor() {...},5,62,3,3,2,10,3,4,0,4
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileParser,24,29,3,3,7,11,3,7,1,6
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileParser.FileBasedParser,42,131,4,6,5,33,5,4,1,3
Jillion,org.jcvi.jillion.assembly.consed.ace,AceAssembledReadAdapter,108,59,22,0,27,17,16,12,5,12
Jillion,org.jcvi.jillion.assembly.consed.ace,HighLowPhdAceContigVisitor,126,0,12,0,23,0,12,0,6,0
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileParser.SectionHandler,5,205,0,4,0,30,1,10,1,8
Jillion,org.jcvi.jillion.assembly.consed.ace,LargeAceFileDataStore.new StreamingIterator() {...},35,0,0,0,9,0,5,0,5,0
Jillion,org.jcvi.jillion.assembly.consed.ace,MultiAceFileVisitorAdapter.MultiAceContigVisitor,201,0,30,0,49,0,23,0,8,0
Jillion,org.jcvi.jillion.assembly.consed.ace,LargeAceFileDataStore.AceTagsVisitor,3,90,1,1,2,20,2,11,1,11
Jillion,org.jcvi.jillion.assembly.consed.ace,LargeAceFileDataStore.SizeVisitor.new AceContigVisitor() {...},2,14,0,0,2,6,2,6,2,6
Jillion,org.jcvi.jillion.assembly.consed.ace,LargeAceFileDataStore.SizeVisitor.new AceContigReadVisitor() {...},5,19,1,1,2,7,2,5,1,5
Jillion,org.jcvi.jillion.assembly.consed.ace,MultiAceFileVisitorAdapter.MultiAceConsensusTagVisitor,75,0,12,0,20,0,11,0,5,0
Jillion,org.jcvi.jillion.assembly.consed.ace,ConsedConsensusQualityComputer.QualityPosition,60,16,10,0,17,5,7,2,2,2
Jillion,org.jcvi.jillion.assembly.consed.ace,IndexedAceFileDataStore.SingleAceFileVisitor.new AbstractAceContigBuilderVisitor() {...},0,22,0,0,0,4,0,2,0,2
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileDataStoreBuilder,73,60,10,8,16,18,10,6,2,4
Jillion,org.jcvi.jillion.assembly.consed.ace,LargeAceFileDataStore,77,245,12,18,18,78,13,20,1,17
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileWriterBuilder,20,55,5,5,4,16,5,4,0,4
Jillion,org.jcvi.jillion.assembly.consed.ace,LargeAceFileDataStore.IdIteratorImpl,7,20,0,0,2,5,0,2,0,2
Jillion,org.jcvi.jillion.assembly.consed.ace,LargeAceFileDataStore.SingleContigVisitor,5,27,0,2,4,9,4,6,4,5
Jillion,org.jcvi.jillion.assembly.consed.ace,MultiAceFileVisitorAdapter.MultiAceContigReadVisitor,108,0,16,0,27,0,14,0,6,0
Jillion,org.jcvi.jillion.assembly.consed.ace,DefaultAceFileDataStore.Visitor,3,97,1,3,2,21,2,8,1,7
Jillion,org.jcvi.jillion.assembly.consed.ace,HighLowPhdAceContigVisitor.IndividualReadPhdBuilderVisitor,117,0,6,0,28,0,7,0,4,0
Jillion,org.jcvi.jillion.assembly.consed.ace,HighLowAceContigPhdDatastore.FullLengthPhdParser2,2,53,1,1,1,14,1,4,0,4
Jillion,org.jcvi.jillion.assembly.consed.ace,DefaultAceFileDataStore.Visitor.new AbstractAceContigBuilderVisitor() {...},0,33,0,0,0,4,0,2,0,2
Jillion,org.jcvi.jillion.assembly.consed.ace,DefaultAceFileDataStore.Visitor.new AbstractAceConsensusTagVisitor() {...},0,20,0,0,0,3,0,2,0,2
Jillion,org.jcvi.jillion.assembly.consed.ace,BaseSegmentUtil,3,274,0,30,2,66,1,21,1,6
Jillion,org.jcvi.jillion.assembly.consed.ace,AceContigBuilder.DefaultAceContigImpl,109,123,25,13,15,30,20,11,2,10
Jillion,org.jcvi.jillion.assembly.consed.ace,WholeAssemblyAceTag,34,21,2,4,5,7,4,3,2,2
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileParser.SectionHandler.new AceFileParser.SectionHandler() {...},0,37,0,2,0,8,0,3,0,2
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileParser.SectionHandler.new AceFileParser.SectionHandler() {...},82,97,7,5,12,25,5,4,0,3
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileParser.SectionHandler.new AceFileParser.SectionHandler() {...},0,44,0,6,0,10,0,5,0,2
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileParser.SectionHandler.new AceFileParser.SectionHandler() {...},0,24,0,2,0,6,0,3,0,2
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileParser.SectionHandler.new AceFileParser.SectionHandler() {...},0,33,0,4,0,6,0,4,0,2
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileParser.SectionHandler.new AceFileParser.SectionHandler() {...},0,48,0,2,0,12,0,3,0,2
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileParser.SectionHandler.new AceFileParser.SectionHandler() {...},0,23,0,0,0,5,0,2,0,2
Jillion,org.jcvi.jillion.assembly.consed.ace,HighLowAceContigPhdDatastore.Builder,69,30,4,0,18,9,9,2,7,2
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileParser.SectionHandler.new AceFileParser.SectionHandler() {...},0,15,0,2,0,4,0,3,0,2
Jillion,org.jcvi.jillion.assembly.consed.ace,AbstractAceFileVisitor,3,9,0,0,2,6,2,6,2,6
Jillion,org.jcvi.jillion.assembly.consed.ace,AbstractAceContigReadVisitor,1,7,0,0,1,5,1,5,1,5
Jillion,org.jcvi.jillion.assembly.consed.ace,IndexedAceFileDataStore.SingleAceFileVisitor,6,16,0,0,5,4,5,4,5,4
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileParser.InputStreamParser,21,49,2,2,3,14,3,3,1,3
Jillion,org.jcvi.jillion.assembly.consed.ace,DefaultAceFileDataStore,14,122,2,2,3,31,3,16,1,16
Jillion,org.jcvi.jillion.assembly.consed.ace,AbstractDefaultAceTag,74,84,13,13,19,24,13,7,1,6
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileParser.SectionHandler.new AceFileParser.SectionHandler() {...},32,90,4,6,5,22,4,3,0,2
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileParser.AceParserState,32,316,7,33,3,86,8,36,1,23
Jillion,org.jcvi.jillion.assembly.consed.ace,LargeAceFileDataStore.AceFileDataStoreIterator.1.new AbstractAceContigBuilderVisitor() {...},0,16,0,0,0,3,0,2,0,2
Jillion,org.jcvi.jillion.assembly.consed.ace,MultiAceFileVisitorAdapter,420,0,64,0,103,0,43,0,11,0
Jillion,org.jcvi.jillion.assembly.consed.ace,LargeAceFileDataStore.SingleContigVisitor.new AbstractAceContigBuilderVisitor() {...},0,22,0,0,0,4,0,2,0,2
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileParser.NoMementoCallbackFactory,0,9,0,0,0,2,0,2,0,2
Jillion,org.jcvi.jillion.assembly.consed.ace,PhdInfo,36,137,8,22,5,37,7,15,1,6
Jillion,org.jcvi.jillion.assembly.consed.ace,LargeAceFileDataStore.AceFileDataStoreIterator,7,19,0,0,2,5,0,2,0,2
Jillion,org.jcvi.jillion.assembly.consed.ace,MultipleAceContigVisitor,170,0,22,0,42,0,20,0,9,0
Jillion,org.jcvi.jillion.assembly.consed.ace,HighLowAceContigPhdDatastore,31,35,0,0,7,9,7,4,7,4
Jillion,org.jcvi.jillion.assembly.consed.ace,AlignedReadInfo,0,101,0,12,0,27,0,13,0,7
Jillion,org.jcvi.jillion.assembly.consed.ace,DefaultAceAssembledRead.Builder,108,220,16,8,32,64,18,29,8,27
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileParser.SectionHandler.ResultHandler,0,17,0,0,0,6,0,2,0,2
Jillion,org.jcvi.jillion.assembly.consed.ace,ConsensusAceTagBuilder.DefaultConsensusAceTagBuilderImpl,87,58,13,9,19,15,12,4,2,3
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileUtil.IdAlignedReadInfo,65,66,8,2,18,17,7,8,3,7
Jillion,org.jcvi.jillion.assembly.consed.ace,AbstractAceFileWriter,22,316,2,14,3,67,2,12,0,6
Jillion,org.jcvi.jillion.assembly.consed.ace,DefaultAceAssembledRead,83,89,15,7,19,23,16,12,5,12
Jillion,org.jcvi.jillion.assembly.consed.ace,AbstractAceFileWriter.IdAlignedReadInfo,70,104,8,4,18,29,7,10,3,8
Jillion,org.jcvi.jillion.assembly.consed.ace,LargeAceFileDataStore.IdIteratorImpl.InnerVisitor,3,23,1,1,3,7,4,5,3,5
Jillion,org.jcvi.jillion.assembly.consed.ace,IndexedAceFileDataStore.VisitorBuilder.new AbstractAceConsensusTagVisitor() {...},0,20,0,0,0,3,0,2,0,2
Jillion,org.jcvi.jillion.assembly.consed.ace,LargeAceFileDataStore.SizeVisitor,3,54,0,2,3,14,3,8,3,7
Jillion,org.jcvi.jillion.assembly.consed.ace,AbstractAceContigBuilderVisitor.new Object() {...},26,0,0,0,1,0,1,0,1,0
Jillion,org.jcvi.jillion.assembly.consed.ace,IndexedAceFileDataStore.VisitorBuilder,3,100,1,3,2,21,2,8,1,7
Jillion,org.jcvi.jillion.assembly.consed.ace,ReadAceTag,47,20,1,1,7,5,3,3,2,3
Jillion,org.jcvi.jillion.assembly.consed.ace,IndexedAceFileDataStore,51,152,3,3,11,42,4,14,1,14
Jillion,org.jcvi.jillion.assembly.consed.ace,BaseSegmentUtil.NoReadMatchesConsensusException,0,16,0,0,0,2,0,1,0,1
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileDataStoreBuilder.new Object() {...},3,23,0,0,0,1,0,1,0,1
Jillion,org.jcvi.jillion.assembly.consed.ace,ConsedConsensusQualityComputer,28,456,4,68,6,101,5,45,1,13
Jillion,org.jcvi.jillion.assembly.consed.ace,HighLowAceContigPhdDatastore.FullLengthPhdParser2.IndividualReadPhdBuilderVisitor,0,117,0,6,0,28,0,7,0,4
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileUtil.new ThreadLocal() {...},0,21,0,0,0,3,0,3,0,3
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileUtil.new ThreadLocal() {...},0,18,0,0,0,5,0,3,0,3
Jillion,org.jcvi.jillion.assembly.consed.ace,AceContigBuilder,227,1042,25,71,46,246,27,58,6,31
Jillion,org.jcvi.jillion.assembly.consed.ace,AbstractAceContigVisitor,2,9,0,0,2,6,2,6,2,6
Jillion,org.jcvi.jillion.assembly.consed.ace,MultipleAceContigReadVisitor,116,0,14,0,29,0,14,0,7,0
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileParser.FileBasedParser.AceFileMemento,0,15,0,0,0,5,0,3,0,3
Jillion,org.jcvi.jillion.assembly.consed.ace,AbstractDefaultPlacedAceTag,64,66,17,9,16,19,13,6,1,5
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileWriterBuilder.DefaultAceFileWriter,7,334,2,10,0,71,2,13,0,9
Jillion,org.jcvi.jillion.assembly.consed.ace,LargeAceFileDataStore.AceFileDataStoreIterator.new AceFileVisitor() {...},3,27,0,2,3,7,3,6,3,5
Jillion,org.jcvi.jillion.assembly.consed.ace,DefaultAceBaseSegment,17,79,0,14,1,23,1,12,1,5
Jillion,org.jcvi.jillion.assembly.consed.ace,AceContigBuilder.ConsedReadComparator,9,36,0,2,0,6,2,4,2,3
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileParser.SectionHandler.new AceFileParser.SectionHandler() {...},26,157,5,25,4,45,5,13,0,3
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileParser.SectionHandler.new AceFileParser.SectionHandler() {...},25,98,5,11,5,27,5,6,0,3
Jillion,org.jcvi.jillion.assembly.consed.ace,AceFileParser.SectionHandler.new AceFileParser.SectionHandler() {...},0,25,0,4,0,6,0,4,0,2
Jillion,org.jcvi.jillion.core.io,IOUtil,453,1406,52,118,102,275,53,115,17,66
Jillion,org.jcvi.jillion.core.io,BasicZipInputStreamSupplier,0,21,0,0,0,5,0,2,0,2
Jillion,org.jcvi.jillion.core.io,AbstractFileInputStreamSupplier,4,9,0,0,1,4,1,1,1,1
Jillion,org.jcvi.jillion.core.io,GZipInputStreamSupplier,0,16,0,0,0,3,0,2,0,2
Jillion,org.jcvi.jillion.core.io,SubLengthInputStream,0,64,0,6,0,17,0,7,0,4
Jillion,org.jcvi.jillion.core.io,OutputStreams,53,8,0,0,8,1,7,1,7,1
Jillion,org.jcvi.jillion.core.io,FileUtil,18,166,5,23,7,42,7,17,2,8
Jillion,org.jcvi.jillion.core.io,PushBackBufferedReader,0,38,0,4,0,13,0,6,0,4
Jillion,org.jcvi.jillion.core.io,InputStreamSupplier,32,94,10,12,1,16,9,6,1,3
Jillion,org.jcvi.jillion.core.io,BufferSize,3,90,0,14,2,18,1,10,1,3
Jillion,org.jcvi.jillion.core.io,RawFileInputStreamSupplier,0,36,0,0,0,7,0,5,0,5
Jillion,org.jcvi.jillion.trace.chromat.ztr,ZtrChromatogramParser,49,85,4,4,10,30,3,10,0,9
Jillion,org.jcvi.jillion.trace.chromat.ztr,ZtrChromatogramWriterBuilder.ZtrChromatogramWriterImpl,5,54,1,3,1,18,1,5,0,4
Jillion,org.jcvi.jillion.trace.chromat.ztr,ZtrChromatogramBuilder.ZTRChromatogramFileBuilderVisitor,0,79,0,0,0,28,0,14,0,14
Jillion,org.jcvi.jillion.trace.chromat.ztr,ZtrChromatogramParser.ZtrFileChromatogramParser,10,26,1,1,1,9,1,2,0,2
Jillion,org.jcvi.jillion.trace.chromat.ztr,ZtrChromatogramWriterBuilder,17,37,2,4,4,13,2,4,0,3
Jillion,org.jcvi.jillion.trace.chromat.ztr,ZtrChromatogramParser.InputStreamChromatogramParser,10,24,2,2,2,9,2,2,0,2
Jillion,org.jcvi.jillion.trace.chromat.ztr,ZtrChromatogramBuilder,18,179,0,0,6,49,2,28,2,28
Jillion,org.jcvi.jillion.sam,DefaultSamFileDataStore.new AbstractSamVisitor() {...},0,23,0,0,0,6,0,3,0,3
Jillion,org.jcvi.jillion.sam,DefaultSamFileDataStore.new AbstractSamVisitor() {...},0,24,0,2,0,4,0,3,0,2
Jillion,org.jcvi.jillion.sam,DefaultSamFileDataStore.new AbstractSamVisitor() {...},0,26,0,2,0,5,0,3,0,2
Jillion,org.jcvi.jillion.sam,SamFileParser.SamFileMemento,75,0,12,0,22,0,9,0,3,0
Jillion,org.jcvi.jillion.sam,DefaultSamFileDataStore.new StreamingIterator() {...},31,0,0,0,9,0,5,0,5,0
Jillion,org.jcvi.jillion.sam,SamRecordImpl,330,253,59,35,65,63,50,23,8,18
Jillion,org.jcvi.jillion.sam,SamValidationException,5,4,0,0,2,2,1,1,1,1
Jillion,org.jcvi.jillion.sam,ReSortSamFileWriter.InMemoryStreamingIterator,8,37,1,3,2,8,2,5,1,4
Jillion,org.jcvi.jillion.sam,PresortedBamFileWriter,20,283,0,16,4,65,1,13,1,5
Jillion,org.jcvi.jillion.sam,SortOrder.new SortOrder() {...},0,8,0,0,0,2,0,2,0,2
Jillion,org.jcvi.jillion.sam,SortOrder.new SortOrder() {...},0,11,0,0,0,2,0,2,0,2
Jillion,org.jcvi.jillion.sam,SortOrder.new Comparator() {...},2,15,1,3,1,5,1,3,0,2
Jillion,org.jcvi.jillion.sam,SamFileParser.SamCallback,20,0,0,0,6,0,3,0,3,0
Jillion,org.jcvi.jillion.sam,BgzfInputStream,151,317,30,32,32,75,27,17,2,11
Jillion,org.jcvi.jillion.sam,DefaultSamFileDataStore.SingleReferenceFilteredVisitor.new AbstractSamVisitor() {...},0,24,0,4,0,5,0,4,0,2
Jillion,org.jcvi.jillion.sam,AbstractSamFileParser.AbstractCallback,4,11,0,0,1,5,1,2,1,2
Jillion,org.jcvi.jillion.sam,SamFileDataStore,70,0,4,0,13,0,6,0,4,0
Jillion,org.jcvi.jillion.sam,BgzfOutputStream,64,330,6,10,13,68,7,11,2,8
Jillion,org.jcvi.jillion.sam,SamFileWriterBuilder,44,145,8,16,11,36,10,13,3,8
Jillion,org.jcvi.jillion.sam,ReSortSamFileWriter.SortedSamRecordElement,17,9,0,0,1,4,1,1,1,1
Jillion,org.jcvi.jillion.sam,SamRecordFlag,5,219,0,10,0,30,1,12,1,7
Jillion,org.jcvi.jillion.sam,DefaultSamFileDataStore.FilteredVisitor,7,16,0,0,2,4,0,2,0,2
Jillion,org.jcvi.jillion.sam,SamWriter,332,0,52,0,34,0,34,0,8,0
Jillion,org.jcvi.jillion.sam,DefaultSamFileDataStore,124,254,6,16,31,66,10,21,4,16
Jillion,org.jcvi.jillion.sam,DefaultSamFileDataStore.new AbstractSamVisitor() {...},11,19,3,1,3,5,2,2,0,2
Jillion,org.jcvi.jillion.sam,DefaultSamFileDataStore.new AbstractSamVisitor() {...},32,0,4,0,8,0,4,0,2,0
Jillion,org.jcvi.jillion.sam,DefaultSamFileDataStore.new AbstractSamVisitor() {...},30,0,4,0,8,0,4,0,2,0
Jillion,org.jcvi.jillion.sam,DefaultSamFileDataStore.new StreamingIterator() {...},35,0,0,0,9,0,5,0,5,0
Jillion,org.jcvi.jillion.sam,AbstractSamFileParser,92,402,19,43,13,99,19,22,0,10
Jillion,org.jcvi.jillion.sam,SamFileDataStoreBuilder,23,51,1,3,7,14,3,4,2,3
Jillion,org.jcvi.jillion.sam,ReSortSamFileWriter.StreamingSamRecordIterator.new SamVisitor() {...},14,0,0,0,6,0,5,0,5,0
Jillion,org.jcvi.jillion.sam,Encoding,12,62,0,2,1,11,3,6,3,5
Jillion,org.jcvi.jillion.sam,BamFileParser.BamFileMemento,75,0,12,0,22,0,9,0,3,0
Jillion,org.jcvi.jillion.sam,DefaultSamFileDataStore.SingleReferenceFilteredVisitor,7,21,0,0,2,7,0,2,0,2
Jillion,org.jcvi.jillion.sam,SamFileParser.MementoLessSamCallback,6,7,0,0,2,3,2,1,2,1
Jillion,org.jcvi.jillion.sam,SortOrder.CoordinateComparator,2,123,1,27,1,31,1,16,0,3
Jillion,org.jcvi.jillion.sam,QuerySortedSamFileDataStore.new AbstractSamVisitor() {...},0,35,0,4,0,7,0,4,0,2
Jillion,org.jcvi.jillion.sam,SamFileParser,321,304,32,24,61,74,29,15,6,10
Jillion,org.jcvi.jillion.sam,SamRecordFlags,188,65,16,4,37,15,20,10,11,9
Jillion,org.jcvi.jillion.sam,SamParserFactory,33,78,3,9,6,18,5,7,2,4
Jillion,org.jcvi.jillion.sam,ReSortSamFileWriter.StreamingSamRecordIterator,39,0,0,0,10,0,2,0,2,0
Jillion,org.jcvi.jillion.sam,SortOrder,5,102,0,2,0,16,1,7,1,6
Jillion,org.jcvi.jillion.sam,BamFileParser.AbstractBamCallback,0,7,0,0,0,3,0,1,0,1
Jillion,org.jcvi.jillion.sam,DefaultSamFileDataStore.SingleReferenceAndRangeFilteredVisitor,7,26,0,0,2,8,0,2,0,2
Jillion,org.jcvi.jillion.sam,SamRecordBuilder,143,241,23,29,27,76,24,27,4,21
Jillion,org.jcvi.jillion.sam,AbstractSamFileParser.new AbstractSamVisitor() {...},0,17,0,0,0,4,0,2,0,2
Jillion,org.jcvi.jillion.sam,BamFileParser.BamCallback,32,0,0,0,10,0,5,0,5,0
Jillion,org.jcvi.jillion.sam,SamParser.SamParserOptions,29,25,0,0,4,9,4,4,4,4
Jillion,org.jcvi.jillion.sam,VirtualFileOffset,38,159,2,20,9,36,3,18,2,8
Jillion,org.jcvi.jillion.sam,Encoding.new Encoding() {...},6,16,0,0,1,2,1,2,1,2
Jillion,org.jcvi.jillion.sam,Encoding.new Encoding() {...},6,14,0,0,1,2,1,2,1,2
Jillion,org.jcvi.jillion.sam,QuerySortedSamFileDataStore,0,23,0,0,0,7,0,3,0,3
Jillion,org.jcvi.jillion.sam,BamFileParser,498,680,62,54,64,157,58,43,9,26
Jillion,org.jcvi.jillion.sam,DefaultSamFileDataStore.SingleReferenceAndRangeFilteredVisitor.new AbstractSamVisitor() {...},0,24,0,4,0,5,0,4,0,2
Jillion,org.jcvi.jillion.sam,ReSortSamFileWriter,132,190,12,12,19,52,10,9,0,7
Jillion,org.jcvi.jillion.sam,NullSamAttributeValidator,9,20,0,0,0,3,2,3,2,3
Jillion,org.jcvi.jillion.sam,ReSortSamFileWriter.MergedSortedRecordIterator,4,92,0,8,1,21,1,8,1,4
Jillion,org.jcvi.jillion.sam,BamFileParser.MementoLessBamCallback,6,9,0,0,2,4,2,2,2,2
Jillion,org.jcvi.jillion.sam,AbstractSamVisitor,1,6,0,0,1,4,1,4,1,4
Jillion,org.jcvi.jillion.sam,ReSortSamFileWriter.SortedSamRecordElementComparator,8,6,0,0,1,3,1,1,1,1
Jillion,org.jcvi.jillion.sam,DefaultSamFileDataStore.FilteredVisitor.new AbstractSamVisitor() {...},8,16,3,1,1,4,2,2,0,2
Jillion,org.jcvi.jillion.sam,IndexedBamFileParser,313,34,40,2,39,6,27,2,6,2
Jillion,org.jcvi.jillion.sam,PresortedSamFileWriter,36,203,6,12,7,50,6,9,0,6
Jillion,org.jcvi.jillion.assembly.consed.transform,ConsedTransformationService,75,0,8,0,17,0,6,0,2,0
Jillion,org.jcvi.jillion.assembly.consed.transform,ConsedTransformationService.new AbstractAceFileVisitor() {...},19,0,0,0,4,0,3,0,3,0
Jillion,org.jcvi.jillion.assembly.consed.transform,ConsedTransformationService.Builder,103,0,8,0,21,0,8,0,4,0
Jillion,org.jcvi.jillion.assembly.consed.transform,ConsedTransformationService.1.new AceContigVisitor() {...},82,0,4,0,22,0,11,0,9,0
Jillion,org.jcvi.jillion.assembly.consed.transform,ConsedTransformationService.1.1.new AceContigReadVisitor() {...},114,0,2,0,24,0,7,0,6,0
